neutral,The Group's revenue in 2008 was EUR 94 million and the company currently employs around 730 people.
neutral,"During the negotiations, a reduction of 21 persons occurred as a result of natural redundancy or termination of fixed-term contracts."
negative,"Cerberus Capital Management LP-backed paper maker NewPage Corp. posted mixed results for the second quarter, throwing a cloud on its planned initial public offer."
positive,The objective of the planned measures is to achieve significant savings over the next few years.
neutral,"8600 m, and at the time of the investment, it is entirely rented to several tenants."
positive,"Jarmo Honkamaa, head of oil refining in Neste Oil, said that the situation seemed promising from their point of view."
neutral,"Mr. Koistinen joined Nokia Siemens Networks, where he has held several positions in business management and business development since 1997."
neutral,"L&T is active in Finland, Sweden, Latvia, Russia and Norway."
negative,"Pre-tax earnings fell to EUR 33.8 million, compared to EUR 40.8 million in the fourth quarter of 2005."
negative,Kone's shares fell by 4.1 percent to x20ac 43 US$55.77 in Helsinki.
negative,"In the Baltic countries, sales decreased by 42.6 per cent."
positive,Elektrobit ( EB ) has renewed its IT infrastructure contract with the ICT service provider Fujitsu Services for EB's Patja service.
positive,"Jens Schulte-Bockum, Vodafone's global terminal manager, said the company plans to sell one to two million of Vodafone 125 and 225 models in the first year of launch, and potentially tens of millions over the lifetime of the device."
neutral,Demonstrations of the great capabilities of the Mobility Business Suite will be held at the 3GSM World Congress in Barcelona from 12 to 15 February.
positive,Self-service and automation now play a more important role and Fujitsu's global resources will be exploited effectively.
neutral,"The other seats would go to Edgar Edmonds, an American with experience in the clothing and retail industry, and Christian Fischer, an Austrian with experience in the winter sports goods industry."
negative,Salonen added that the data show that producers in North America's pulp stocks are down (').
neutral,"M-real generated a turnover of EUR 5.6 billion in 2006 and has 15,500 employees."
neutral,Finnish plastic pipe manufacturer Ontor sells its Irish and British infrastructure companies to private equity company 3i.
positive,`` Stonesoft sees great promises in the future of IPv6.
positive,"Fiskars Brands reports net sales of EUR 145.8 million, up from EUR 138.4 million."
positive,"For the second quarter of 2010, the consolidated income before tax amounted to EUR 4 million, compared to EUR 3 million, and the net income amounted to EUR 3 million, compared to EUR 2 million the previous year."
negative,The total need for staff reductions is about 300 man-years.
negative,"""We cut our frequency in New York last year, which explains the fall,"" he said."
positive,"Lee & Man Paper and Metso have a long and prosperous cooperation, a good example of which are Changshu and Hongmei kraftliner machines delivered earlier."
neutral,The object of the invention is also the use of the cyclone to partially separate the molten particles. ''
positive,"With the exception of non-recurring items, pre-tax earnings increased from 45 % to 80 million euros."
neutral,The first quarter was as planned and was consistent with analysts' forecasts.
negative,Elisa Sami Seppanen's CEO said EMT's slogan ``Better coverage across Estonia'' clearly gives misleading information to consumers.
positive,The operating profit of Orion Pharma increased by 42.5% compared to 2004.
neutral,"The largest sellers in the chain supermarkets in Finland are organic Pirkka tomatoes, carrots, eggs and meat products."
positive,"The partnership and long-standing commitment allow both parties to develop their respective operations, and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency."
negative,"Through the Internet, consumers compare products more than before and Finnish companies are not competitive."
neutral,-- Christine Idzelis EQT Partners pays Swedish financial investor Salcomp EQT Partners sells a majority of its stake in the manufacturer of Salcomp Oyj mobile phone chargers to Nordic investment company Nordstjernan AB.
negative,Pre-tax earnings amounted to EUR 4.9 million compared to EUR 5.2 million in the first quarter of 2005.
positive,"The second largest manufacturer of stainless steel in the world reported a net profit of EUR 172 million, i.e. the previous year, USD 4.31 per share, compared with EUR 603 million, i.e. EUR 0.94 per share, in the three-month period up to 31 December."
negative,"The Commission's revenue fell to EUR 4.6 million, compared with EUR 5.1 million in the same period in 2007."
negative,The pre-tax loss was EUR 117 million compared to a loss of EUR 65 million in the corresponding period.
negative,"The agricultural newspaper Maaseudun Tulevasuus had 318,000 readers, a decrease of 6%."
positive,"Earnings per share ( EPS ) for the first quarter of 2007 amounted to EUR 0.07, up from EUR 0.04."
negative,"HELSINKI Thomson Financial - Cargotec's shares fell sharply early in the afternoon after the freight handling group posted a surprise drop in profits in April-June, eclipsing the large number of new orders received over the three months."
negative,"( ADPnews ) - December 1, 2009 - Fiskars Oyj Abp ( HEL : FISAS ) said today that it would redundant a total of 18 clerical and executive employees of its subsidiary Iittala Group Ltd."
neutral,Net investment income
positive,Finnish lifting equipment manufacturer Kone Oyj declared on 4 October 2007 that he won an order worth 15 mln euros 21.2 mln to deliver a total of 53 custom-designed lifts to Norwegian naval manufacturer Aker Yards ASA.
negative,"Net liquidity from operating activities amounted to EUR 0.3 million, compared to EUR 30.9 million in 2009."
negative,Aspocomp has a large factory in China and a factory construction project in India that was stopped due to financing problems.
positive,"Following the acquisition, Relacom will strengthen its presence in Finland, serving operators and the office market with services for the construction, installation and maintenance of mobile and fixed networks."
positive,"Sales in Latin America increased by 42 per cent to 432 million euros, and a total of 8.7 million mobile devices were sold in the region, an increase of 32 per cent over the corresponding period in 2009."
neutral,"Finland's Technopolis plans to release the first section of a technopark in St Petersburg at the end of 2008, Technopolis vice-president Kari Mikkonen told journalists in Helsinki."
positive,"As a result, distribution companies will begin to distribute Shimano coils, rods and other Shimano fishing products, in addition to their current product offerings, on an exclusive basis."
positive,"Talentum expects net sales of its main activities to increase in 2008, compared to 2007."
positive,"However, sales returned to growth in April-June 2010, said CEO Pekka Eloholma."
neutral,15 November 2010 - Finnish energy company Fortum Oyj HEL: FUM1V said today that it and its partners have started negotiations to establish a new model for the exploitation of energy supply in the Turku region of western Finland.
positive,"Last year, the company increased its turnover to around LTL 7 million of EUR 2 million, compared to LTL 6.1 million in 2004."
positive,"We are honoured to be recognized by Gartner as a specialist in business process modelling and analysis, along with many of the world's largest software providers."
positive,"The operating profit was EUR 0.6 million, up from a loss of EUR 19 million the previous year."
neutral,The company will propose a dividend of EUR 0.12 per share for 2008.
positive,Rapala stated that it estimates that it will save 1-2 mln a year by centralizing its French operations on the same site.
neutral,"According to Barclays, F-Secure software will protect users from hackers, viruses, spyware and other digital attacks."
neutral,"TeliaSonera's subsidiary, the EMT mobile operator in Estonia, has created a first global mobile identification service that allows you to vote via a mobile phone."
neutral,"ALEXANDRIA, Va., Nov. 5 -- Risto Konturi from Rajamaki, Finland, and Jari Ylinen from Hyvinkaa, Finland, have developed an automated transport system with a user-controlled transport selection."
positive,The acquisition will significantly increase Kemira's sales and market position in the Russian metallurgical coatings market.
negative,"Operating income fell to EUR 35.4 million, compared with EUR 68.8 million in 2007, including a sales gain of EUR 12.3 million."
neutral,"This is Estonia's second largest meat processing company by market share (based on 2008 data from AC Nielsen, 13 per cent)."
neutral,"( ADPnews ) - 30 Dec 2009 - The Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that he will leave his employee in his Reka Cables Ltd unit for less than 90 days, starting in January 2010."
negative,"Cencorp's net sales in the first quarter are estimated at 0.9 to 1.2 million euros, compared to 4.5 million euros in the first quarter of 2008."
neutral,"The company reported a profit of €800,000 ($1.2 million) on the sale of its sub-group Varesvuo Partners and a loss of €400,000 ($623,000) due to the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab."
positive,The Government has had a very professional approach in the evaluation of supply.
positive,The operating profit was EUR 2.4 million compared to EUR 1.6 million the previous year.
neutral,"The supplementary order contains, among other things, control valves and instrumentation as well as complete mill engineering and electrification with the Metso drive controls."
neutral,We have made long-term investments in the development of the system implementation model.
positive,The pre-tax earnings of the group's life insurance company increased from EUR 27 million to EUR 36 million.
positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company.
neutral,Finnlines has six ships under construction in China with deliveries previewed between the first trimester of 2011 and the last trimester of 2012.
positive,TietoEnator Finnish-Swedish is rapidly developing its activities in Russia.
positive,"Pearl Plaza LLC, the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd, has concluded the investment decision on the construction of the first phase of the mall in Saint Petersburg, Russia."
negative,"The OMX Helsinki index fell from 0.34 pct to 8,256.02 on a turnover of 813,191 mln."
positive,"The Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) declared on Wednesday ( October 1st ) that it had obtained a contract from Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba, Emirate de Fujairah, UAE."
neutral,"The new facility, known as Technopolis Pulkovo, will introduce into the Russian market an entirely new concept of the creation, operation and growth of a commercially funded science and technology park to support the growth of knowledge-intensive enterprises."
negative,Net turnover fell from EUR 59.9 million to EUR 49.8 million.
neutral,- Cash flows from pre-investment operations amounted to EUR 7.6 million and EUR 2.5 million.
positive,"Mobile phone shipments jumped from 26 per cent to nearly 112 million units, while the Finnish company's market share increased from 36 per cent to 39 per cent."
negative,That's bad news for the barbecue season.
positive,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services.
positive,"Russian export duties will activate the harvest in Finland, and sales in Russia will also increase."
positive,The profit for the period was EUR 15.6 million compared to EUR 14.1 million in 2007.
neutral,"According to the company, a decision on the file will be made in the summer of 2010, at the earliest, and in the summer of 2011, at the latest."
negative,The advertising sales of Sanoma News decreased by 22% during the year.
neutral,Net sales of power plants amounted to EUR 710.3 million in 2005.
neutral,"Janis Arbidans, CEO of YIT Celtnieciba, said the company was focusing on the housing and real estate development market."
negative,"Metso Fondries Jyvaskyla, Inc. will begin negotiations on temporary layoffs and staff reductions in Jyvaskyla, Finland."
neutral,"The Innova 2 building will be located close to the city centre, in the immediate vicinity of Paviljonki and the travel center, and within walking distance of the heart of the city thanks to the lounge bridge."
negative,"""Small businesses are currently suffering because they are likely to have problems with money,"" he added."
negative,"According to the Latvian Business Register, Onor Latvia closed in red with LVL 99 000 EUR 139 538.17 USD 194 556.48 out of a turnover of LVL 2.346 mn for 2009."
neutral,The company closed last year with a turnover of about four million euros.
negative,"L&T's net profit for 2010 as a whole fell to EUR 36 million, compared with EUR 45 million for 2009."
neutral,The company plans to open its first online store in the United States in summer 2011.
neutral,What would you like to see change on Nokia's next attempt?
positive,"Glaston, headquartered in Tampere, Finland, is a growing international glass technology company."
positive,"With the launch of new 3G handsets, Nokia aims to become the winner on the 3G market in China as it did on the 2G market."
positive,"BasWare Ilkka Sikhvo's CEO comments in conjunction with the interim report: `` Overall, BasWare succeeded well in the second quarter of 2007."
negative,"More than 14,000 customers have been left powerless."
neutral,The acquisition is part of Rament's growth strategy in Central and Eastern Europe.
positive,"Thanks to its wide network of contacts and a good knowledge of the market and business environment, it will make a great contribution to the development of our Indian operations "", said the President and CEO of Incap Juhani Hanninen."
neutral,"In Finland, the launch of linked sales of 3G mobile phones did not lead to a strong surge in mobile retail outlets in the first few days."
negative,"Operating income, excluding non-recurring items, was EUR 0.2 million, down from EUR 0.8 million in the same period in 2006."
positive,Operating profit increased from €4.9 million to €14.0 million in the corresponding period in 2005.
positive,Leipurin is an increasingly and rapidly internationalizing group.
positive,"It also turned to an EPS of EUR 0,08 compared to a share loss of EUR 0,04."
positive,"( ADP News ) - Nov 3, 2008 - The Finnish company Cargotec Oyj ( OMX : CGCBV ) has today declared that it has acquired 80% of its stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian Handli"
positive,"ADP News - Nov 13, 2008 - Finland's manufacturer of Aspocomp Group Oyj OMX PCB: ACG1V today reported that its net loss has decreased to €2 million, or US$2.5 million in the first nine months of 2008, compared to €57 million."
positive,`` The announced investment of the Hyundai car for example sounds optimistic for us as of course new cars means new tires. ''
neutral,"According to Seikku, the retail sector in Finland is controlled by 3-4 major players, while food manufacturers are still relatively small."
positive,Cargotec Germany GmbH was awarded a contract by Stadtverwaltung Mainz for chassis bodywork according to the open procedure.
negative,"The Estonian electronic components factory, Elcoteq, is running out of equipment due to the closure of air traffic."
positive,"As a result of the move, the company intends to achieve annual savings of approximately €3 million, $4.3 million, most of which is expected to be achieved this year."
neutral,"In April 2010, Olvi's range of ciders will develop with a strawberry-rhubarb and apple-pair cider in green bottles with a new shape."
positive,Both loans will be used to finance strategic investments such as commercial centre redevelopment projects and the refinancing of maturing debts.
negative,Operating income increased from EUR 7.9 million in the second quarter of 2005 to EUR 5.1 million in the second quarter of 2006.
neutral,It also recovers precious raw materials for the chemical production of Kemira water.
neutral,Finnish Rautaruukki sells its Carl Froh precision tube and automotive component processing unit in Germany to Arques Industries Germany.
negative,January 6 -- Ford is struggling with the slowdown in truck and SUV sales and a surf of up-to-date and unmissable cars.
neutral,"Elisa Corporation will disclose its 2006 financial statements on Thursday, February 8, 2007."
positive,"- UPM-Kymmene upgraded to "" online "" from "" underperformance "" by Goldman Sachs."
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24, 2006 at 2 p.m. The Aspo Systems Division completed the statutory negotiations, as required by the Business Cooperation Act, as part of the action plan launched in August."
positive,"One part, $12.5 million, will be recorded as part of its winnings in a previous patent dispute with the Finnish phone manufacturer Nokia Oyj."
negative,"Stora Enso's target was reduced to 4.85 euros, compared to 5.55 euros and Holmen's target to 135 kroner, against 150 kroner."
neutral,"MILAN ( AFX ) - The Italian maritime group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct of the 30.5 pct held in June, according to the press agency ANSA."
negative,"Unfortunately, capital expenditure on energy efficiency has declined in parallel with the decline in the economy."
negative,"Profitability ( EBIT % ) was 13.6%, compared to 14.3% in the second quarter of 2009."
neutral,"The inventors are Bylander Johan, Ponten Fredrik and Lundberg Jorgen."
negative,GSK announced in November 2008 that it would close its operations in Dartford.
negative,"Many commercial ships had been trapped in the narrow bay of Bothnia, where the ice is thicker, and around the Aaland Islands."
neutral,No financial details were provided.
positive,A new production line is being completed for the contractual production of hormonal treatments.
negative,( ADP News ) - 12 February 2009 - The Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) today declared that its net profit fell from €80.6 million in 2007 to €63.5 million ( USD 81.1 million ) for 2008.
neutral,"The nominal bond price of NOK 10,000 was SEK 9663.51 in the primary issue."
neutral,"As part of the operation, the ++ stationery nekoski remained owned by M-real and continued the production of Art Gallery for Sappi under a long-term contract."
positive,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii, the mobile social networking platform for digital lifestyle and geomobility, has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to China Mobile customers."
negative,"The loss for the period was EUR 15.6 million, compared to a profit of EUR 6.3 million in 2008."
neutral,"According to Finnair Technical Services, the measure is primarily due to the employment situation."
negative,"Compared to the FTSE 100 index, which increased by 94.9 points ( or 1.6% ) on the day, it was a relative price change of -0.4 %."
negative,"Also the city's insurance company, Si P & C Assurance, said it will not pay compensation."
negative,The Finnish Food Workers' Union SEL plans to hasten its collective bargaining with a two-day strike starting on 7 April 2010 in Finland.
neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and currently publishes 15 local newspapers across Finland.
negative,"In October, UPM recorded a net loss of €86 million in the third quarter, or $110 million, compared to a net profit of €120 million in 2007."
neutral,"Thanks to my Nokia and Lulu, I am now proud to be a published novel His novel can be found here."
neutral,The company admits that 36 months is a relatively short time when it operates in Russia.
negative,"2009 3 February 2010 - Finnish steelworks Rautaruukki Oyj (HEL: RTRKS ), or Ruukki, said today that it lost 46 million euros before taxes in the fourth quarter of 2009, compared to 45 million euros at the beginning of the year."
neutral,"These include the development of software for Internet and mobile content, communications, value-added software, financial services, security applications, system integration and electronics."
neutral,A. The Rooster had a market share of 41.3 per cent and the rival beverage group Saku 32.1 per cent.
positive,"Earnings per share for January-June 2010 amounted to EUR 0.30, an increase of 20 % over one year of EUR 0.25."
negative,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit.
positive,The company expects its net sales in 2008 to increase by 5 to 10 per cent compared to 2007.
positive,"Proven that the right cell phone design is really a work of art, the Nokia 6131 website provides a colorful canvas for the expression of feelings inspired by the mobile."
negative,"In the first half of 2008, the Bank's operating profit fell to 11.8 million euros, compared with 18.9 million euros, while net interest income increased to 20.9 million euros, compared with 18.8 million euros in the first half of 2007."
positive,Tekla will implement the renewal in the software versions that will be introduced in spring 2011.
negative,"In September alone, the market declined from 10.2% year-on-year to 19.28 million litres."
positive,"The cost reduction measures, which have generated around €70 million in savings over the past nine months, have amortized the airline's loss, Finnair said."
negative,The operating margin of the Aker Yards Cruise & Ferries division fell from 8.3% to 6.4% in the first quarter of 2007.
positive,"Finnish GeoSentric, developer and supplier of solutions, products and technologies for localisation-based services, has agreed on a preliminary short-term financing of €6 million with its main investor."
neutral,The operation was worth about €1.2 million.
neutral,The purchase amount is approximately EUR 10 million US$ 12.97 million.
negative,"Cash flows after investment amounted to EUR 45 million, down from EUR 46 million."
positive,"In the last quarter of 2010, Componenta's net sales doubled from EUR 76 million to EUR 131 million for the same period one year earlier, while they rose to zero pre-tax profit from a pre-tax loss of EUR 7 million."
positive,"Neste Oil works with over 20 research communities in Europe, America, Africa, Asia and Australia to develop and introduce new raw materials."
neutral,"The company will publish its financial statements for 2008 on February 25, 2009."
negative,"According to Scanfil, demand for telecommunications network products fluctuated considerably in the third quarter of 2006, and the situation is expected to remain volatile for the rest of the year."
neutral,The net sales of the Tekla Group for 2006 were approximately EUR 50 million and operating income EUR 13.6 million.
positive,Espoon kaupuunki has awarded contracts for personal care products.
neutral,The company does not disclose the amount it requested.
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR 0.29, down from EUR 0 40 years ago."
positive,"In addition to Russia, we are now looking for further growth in Ukraine."
negative,The above-mentioned financing arrangements are significantly lower than the current levels of the Bank's CDS on the market and have a maturity of 1 to 7.5 years.
negative,"ADP News - 13 February 2009 - Finnish retailer Kesko Oyj HEL: KESCV today reported its total turnover, excluding VAT, at EUR 661.3 million 853.1 million USD in January 2009, down 15.2% year-on-year"
positive,The Finnish developer of Tecnomen Corporation ( OMX Helsinki : TEM1V ) email solutions said on Thursday ( December 11 ) that he had received an expansion order for its Convergent Charging solution in Latin America.
neutral,The ships are the largest and fastest ships in the world to be built by Fincantieri.
negative,"At 12:01, OMX Helsinki 25 fell from 0.66 pct to 3.143.57 and OMX Helsinki fell from 0.67 pct to 10.530.74 out of a turnover of 253 million euros."
positive,"Net sales amounted to EUR 93.6 million, compared to EUR 93.2 million for the corresponding period of 2005."
neutral,The financial details of the acquisition were not disclosed.
negative,"In addition, the United States Department of Commerce published higher than expected construction expenditure figures for November."
positive,The completion of the recycling plant is an important link in the chain of creation of a waste management system in the Dubna region that meets EU standards.
positive,"Kai Tulonen, Chief Technology Officer, SysOpen Digia says: `` Mobility Business Suite is an important step in the company's supply to the telecommunications industry."
positive,"This is why 'the presence here also opens up new and interesting development opportunities for our students,' the Dean of the Faculty of Electronics, Communication and Automation at TKK said."
positive,The aim is to transform plants into flexible manufacturers of new and technologically demanding products.
neutral,The company says that the measures are no longer necessary.
neutral,The transaction was announced on 29 September when Pohjola Insurance agreed to pay 80 million euros (USD 106.3 million ) in cash for Pohjantahti.
negative,"The Finnish national carrier stated that in April and June the net loss was EUR 26 million, down from a net profit of EUR 13 million the previous year."
positive,"The buyer thus aims to strengthen its position in Denmark, said the managing director of the Martela Heikki Martela Group."
neutral,"Apple Inc. iPhone wo did not change the game plan for Verizon Communications Inc., said Wednesday executive chief Ivan Seidenberg."
positive,Net sales increased over the period to x20ac $402 million US $585 million compared to x20ac $401 million in 2006.
neutral,"In total, more than 3000 surveillance cameras will be manipulated and managed according to various needs, said the company."
neutral,"Steek, founded in 2002, is based in Bordeaux, southwestern France."
positive,"The strongest growth was observed in the new markets in Russia, the Czech Republic and Slovakia."
neutral,Marimekko aims to expand its distribution network mainly by increasing the number of concept stores and store stores.
neutral,Our Vaalipalvelu service has been specially developed for communities and organizations.
positive,"( ADP News ) - 11 February 2009 - The Finnish provider of Ixanos Oyj management software solutions ( HEL : XNS1V ) today declared that its net profit amounted to 3.5 million euros ( 4.5 million US dollars ) for 2008, compared to 3.1 million euros for 2007."
positive,"The combination of the two producers will create a strong EU-based fertilizer industry capable of responding to global competition, they added."
positive,The diluted EPS increased from EUR 0.50 to EUR 3.68.
negative,"At this rate of growth, the repayment of the national debt will be extremely painful."
negative,"Operating income fell to EUR 20.3 million, compared to EUR 74.2 million in the second quarter of 2008."
neutral,Mr. Doring has been with Eaton since 1989 and has served as Director of Eaton's Energy Control Unit since January 2007.
positive,"The fourth quarter saw Rapala return to a pre-taxed profit of 1.5 mln eur from a loss of 1.2 mln the previous year on the back of a 30 pct increase in sales to 44.8 mln eur, and a stronger performance in North America."
negative,"In Finland, Hobby Hall sales fell by 10% and international sales by 19%."
negative,"In the second quarter of 2009, pre-tax earnings amounted to EUR 13.6 million, compared to EUR 26.8 million in the second quarter of 2008."
neutral,"According to Pietinalho, doctors should motivate their patients who smoke every time they visit their doctors."
positive,"MegaFon's customer base increased by 16.1 % in 2009 to 50.5 million users by 31 December, while its market share by the number of customers was 24 % at the end of 2009, compared to 23 % at the end of 2008, according to TeliaSonera's estimates."
negative,Korhonen was removed from his position as editor of the newspaper of the Lapin Kansa group in December 2008.
negative,"The operating loss amounted to EUR 25 million, compared to a profit of EUR 63 million for the corresponding period of 2005."
positive,The combined activities will create value for shareholders and will be good for our employees and customers.
positive,Validating our fgVoIP client via Symbian Signed is an important step in achieving this goal.
negative,Earnings per share ( EPS ) amounted to a loss of EUR 0.38.
negative,"As a result of the negotiations, 130 blue-collar and white-collar workers would be terminated at the Oulu plant."
positive,"Net sales of the Finnish food industry company L+ nnen Tehtaat increased by 13% in 2008 to EUR 349.1 million, compared with EUR 309.6 million in 2007."
positive,Its market share increased to 48.51 per cent compared to 48.31 per cent.
negative,The low capacity utilisation rate in steel production significantly increases the fixed costs per unit of steel produced.
neutral,"The GyPSii service supports ten different languages, including Korean and Russian."
neutral,"Vacon aims to establish its presence in the solar energy sector in different parts of the world by the end of 2010, said Olli Teva, Marketing Director of Renewable Energy Applications."
negative,"The operating loss was EUR 0.3 million, down from the profit of EUR 5.1 million recorded in the first half of 2009."
negative,"The demand for divisional sales in half remained ""incoherent"", he added."
negative,Finnair estimates that the strike will result in net daily losses of more than 2 million euros due to cancelled bookings and rerouting of passengers.
positive,"Meanwhile, Nokia has stated that it will be able to provide a full range of services, from deployment operations to consulting and integration services to services managed following the acquisition."
neutral,"Westpac Banking Corp - Issuing a benchmark, a 3-year FRN operation in euros."
neutral,He confirmed his point of view on 6 July.
neutral,Boomerang Boats made net sales of 4.1 million euros and made an operating profit of 0.4 million euros in 2006.
negative,The results achieved in 2006 were influenced by the trend towards sanitation in the telecommunications sector and by the overall and structural changes in the contract manufacturing market for telecommunications technologies and industrial electronics.
positive,An interesting factor on tablets for media companies is that they provide a new way to make money.
positive,"( ADP News ) - Nov 5, 2008 - Finnish manufacturer of electronic measuring products and solutions Vaisala Oyj ( OMX : VAIAS ) today declared that its net profit amounted to 18 million euros (23.1 million dollars) for the first nine months of 2008 from 1 euro"
negative,Asian traffic decreased by 3.4 per cent.
positive,"We are very excited to work with Maxis on this first commercial deployment of ""Master of Maya"", said Joe Doering, Head of the Asia-South region at Nokia Siemens Networks."
neutral,Forest certification is a voluntary system to promote the sustainable management of commercial forests.
negative,"Consolidated pre-tax earnings decreased by 69.2%, from EUR 133.1 million in 2007 to EUR 41.0 million."
neutral,"Composed of seven interconnected units, Mega Image's logistics center will be 347 meters long and 12 meters high."
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering mission for the rehabilitation and extension of water and sanitation infrastructure in Bukoba and Musoma, located in Lake Victoria, northern Tanzania."
negative,Earnings per share ( EPS ) increased from EUR 0.31 to EUR 0.21.
negative,The possible staff reductions concern approximately 104 people.
negative,Metso estimates the need to reduce staff to 25 people.
negative,He said he lost five families a month to the economy than many to make other arrangements to save money.
neutral,The uranium found locally is naturally present and it makes sense to extract it in the same way as we do with our other metals. ''
positive,"Fiskars, a 360-year-old global company best known for its orange handle scissors, expects to achieve synergies of €5 million per year by consolidating parts of the household goods division where both are competing."
negative,"The fair value of the company's investment assets fell to €2,769 billion at the end of September 2009, compared with €2,878 billion the previous year."
positive,"According to a report by Neomarkka, Kuitu Finland's customers are interested in buying the company's products when it restarts production."
neutral,"Nordstjernan will make the offer in about a month, in September 2007."
positive,"Over the past decade, it has gradually divested non-essential assets and purchased several sports equipment manufacturers, including California-based Fitness Products International and Sparks, based at Nevada ATEC, a leading manufacturer of baseball and pitching softball machines."
positive,"However, the volume of sales in the food industry is expected to remain relatively good in Finland and Scandinavia, said Atria."
negative,"The company's profit amounted to £578,100 in 2007, a decrease of 30.9 % over one year."
positive,New product launches in Finland will double more than in 2005.
positive,"Pre-tax earnings amounted to EUR 1,019 million, compared to EUR 1,007 million in the corresponding period of 2005."
negative,"As a result of the negotiations, the amount of employment contracts to be terminated is 13."
negative,"The net profit of the Finnish provider of Ixanos Oyj management software solutions fell to €369,000 ($575,000) for the first quarter of 2008, compared to €669,000 ($1.0 million) for the same period of 2007."
neutral,"In addition, CBA is required to issue a 10-year fixed-rate benchmark in euro."
positive,The rationalization of operations aims to achieve annual savings of more than EUR 1 million from the second quarter of the current financial year.
negative,The Finnish company has previously stated that its operating income will be below the threshold one year earlier.
positive,"The refining margin for the year was $13.39 - bbl, compared to $10.46 - bbl for the previous year."
negative,Rivals say Qualcomm has fewer patents on 3G phones than on previous versions and should lower its rates.
negative,"At present, the Pit-Produkt brand is little known outside of northwestern Russia."
positive,"Rinkuskiai increased sales by 18.1 per cent to 1.37 million litres, while Kauno Alus's sales increased by 14.3 per cent to 960,000 litres."
neutral,Yvonne Jones owns Chameleon Interiors.
neutral,We offer our customers solutions based on renewable raw materials.
positive,"In the second quarter of 2010, the group's net profit increased from 2.5 million euros in April-June 2009 to 3.1 million euros."
neutral,"A. The Special Rooster was developed for the company's bicentenary and brand, the brewer said."
positive,"Atria will launch a campaign in September to promote the CampoMos brand in the Moscow market, he said."
neutral,This includes a change of EUR 39.5 million in the fair value of investment goods.
neutral,"Viking will pay 130 million euros for the new ship, which will be completed in January 2008."
positive,The results of the second half of 2009 exceeded expectations.
negative,"In July-September 2009, Konecranes' sales decreased from EUR 520.4 million in July-September 2008 to EUR 368.7 million."
positive,"February 16, 2011 - The Finnish Industrial Machinery Company Metso Oyj ( HEL: MEO1V) today announced that it will deliver mineral processing and basic engineering equipment to the Canadian miner Northland Resources ( OSL: NAUR ) ( TSE: NAU )."
negative,"In Finland, the metal company Componenta temporarily laid off the staff of its Pori factory from Christmas 2008 to 6 January 2009."
neutral,"CapMan, an asset manager, has assets managed for a value of €3 billion in the Nordic region."
positive,Rautaruukki stated that the YIT construction group awarded him a 2.5 mln contract for the supply of steel structures for a new bridge over the Kemijoki River in northern Finland.
neutral,"The contract covers the supply of temporary heating equipment for the new LKAB pellet plant in Kiruna, northern Sweden."
positive,- Operating profit increased by 26.9 % to EUR 105.8 ( 83.4 ) million.
positive,The actions are expected to result in annual savings of around EUR 15-20 million.
negative,"The consolidated operating profit of the permanent operations decreased by 62.3%, from EUR 135.7 million in 2007 to EUR 51.2 million."
negative,Managing Director Olli-Pekka Kallasvuo's changes Tuesday marks the third time in nine months the company has redesigned the executives and operations that Nokia loses ground at Apple's iPhone and RIM's BlackBerry.
negative,"The Finnish group Vaahto, which provides paper and processing technology, is starting negotiations on the temporary lay-offs of all 140 employees in the company's factories in Hollola and Tampere, Finland."
neutral,"Economic development in China is no longer only taking place on the East Coast and in the Shanghai region, says Vauramo."
neutral,"Under the agreement, Know IT will pay SEK90m ( USD12.8 m-EUR8.6 m ) in cash and shares."
negative,SRV reduced its net sales forecast for 2008 as a whole due to uncertainties in housing sales.
negative,"The operating loss was EUR 0.9 million, down from a profit of EUR 2.7 million."
neutral,"Kesko offers Hilton to open a hotel from the Kalinisky perspective in a building of 18,000 square meters due to these difficulties."
neutral,Manufacturing will begin in Pietarsaari in early 2009 and delivery will take place in October 2009.
negative,"To date, Norske Skog has reduced staff by 1,000 and plans to reduce production by 200,000 tonnes in 2008, while Stora Enso Finnish-Swedish is expected to reduce staff by 1,700 and production by 500,000 tonnes."
positive,Net sales of the Sepp+ l+ clothing chain increased by 7.0% to €30.8 million.
